dataset_identifier,data_repository,source_section,dataset_webpage,link,source_url,download_link,title,content_type,id,surrounding_text,description,file_extension
,,supplementary material,,41467_2024_48711_MOESM10_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM10_ESM.xlsx,No Title,local-data,MOESM10,Supplementary Data 7,Supplementary Data 7,xlsx
,,supplementary material,,41467_2024_48711_MOESM11_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM11_ESM.xlsx,No Title,local-data,MOESM11,Supplementary Data 8,Supplementary Data 8,xlsx
,,supplementary material,,41467_2024_48711_MOESM12_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM12_ESM.xlsx,No Title,local-data,MOESM12,Supplementary Data 9,Supplementary Data 9,xlsx
,,supplementary material,,41467_2024_48711_MOESM13_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM13_ESM.xlsx,No Title,local-data,MOESM13,Supplementary Data 10,Supplementary Data 10,xlsx
,,supplementary material,,41467_2024_48711_MOESM14_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM14_ESM.xlsx,No Title,local-data,MOESM14,Supplementary Data 11,Supplementary Data 11,xlsx
,,supplementary material,,41467_2024_48711_MOESM15_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM15_ESM.xlsx,No Title,local-data,MOESM15,Supplementary Data 12,Supplementary Data 12,xlsx
,,supplementary material,,41467_2024_48711_MOESM16_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM16_ESM.xlsx,No Title,local-data,MOESM16,Supplementary Data 13,Supplementary Data 13,xlsx
,,supplementary material,,41467_2024_48711_MOESM17_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM17_ESM.xlsx,No Title,local-data,MOESM17,Supplementary Data 14,Supplementary Data 14,xlsx
,,supplementary material,,41467_2024_48711_MOESM18_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11208500/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11208500/bin/41467_2024_48711_MOESM18_ESM.xlsx,No Title,local-data,MOESM18,Source Data,Source Data,xlsx
IPX0004230000,http://www.iprox.org,data_availability,na,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,,,,,,,
,,supplementary_data_elements,,https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,,,,,,zip
,,supplementary material,,qzae033_supplementary_data.zip,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11423856/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11423856/bin/qzae033_supplementary_data.zip,No Title,local-data,sup1,qzae033_Supplementary_Data,No description,zip
MSV000092248,http://proteomecentral.proteomexchange.org,data_availability,na,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,,
7ZWE,https://doi.org/10.2210/pdb7ZWE/pdb,data_availability,na,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,,
7A4Q,https://doi.org/10.2210/pdb7A4Q/pdb,data_availability,na,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,,
7ZWG,https://doi.org/10.2210/pdb7ZWG/pdb,data_availability,na,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,,,,,,,
,,supplementary material,,41589_2023_1459_MOESM1_ESM.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM1_ESM.pdf,No Title,local-data,MOESM1,Reporting Summary,Reporting Summary,pdf
,,supplementary material,,41589_2023_1459_MOESM2_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM2_ESM.xlsx,No Title,local-data,MOESM2,Supplementary Table 1 Compound annotation.,Compound annotation.,xlsx
,,supplementary material,,41589_2023_1459_MOESM3_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM3_ESM.xlsx,No Title,local-data,MOESM3,Supplementary Table 2 Drug matrix of target affinity values.,Drug matrix of target affinity values.,xlsx
,,supplementary material,,41589_2023_1459_MOESM4_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM4_ESM.xlsx,No Title,local-data,MOESM4,Supplementary Table 3 Selectivities of tool compounds.,Selectivities of tool compounds.,xlsx
,,supplementary material,,41589_2023_1459_MOESM5_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM5_ESM.xlsx,No Title,local-data,MOESM5,Supplementary Table 4 Results related to CK2 follow-up experiments.,Results related to CK2 follow-up experiments.,xlsx
,,supplementary material,,41589_2023_1459_MOESM6_ESM.xlsx,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM6_ESM.xlsx,No Title,local-data,MOESM6,Supplementary Table 5 Results related to PKN3 follow-up experiments.,Results related to PKN3 follow-up experiments.,xlsx
,,supplementary material,,41589_2023_1459_MOESM7_ESM.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM7_ESM.pdf,No Title,local-data,MOESM7,Source Data Fig. 3 Unprocessed western blots.,Unprocessed western blots.,pdf
,,supplementary material,,41589_2023_1459_MOESM8_ESM.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11062922/,https://pmc.ncbi.nlm.nih.gov/articles/instance/11062922/bin/41589_2023_1459_MOESM8_ESM.pdf,No Title,local-data,MOESM8,Source Data Extended Data Fig. 4 Unprocessed western blots.,Unprocessed western blots.,pdf
