link,source_section,source_url,surrounding_text,download_link,file_extension,content_type,dataset_identifier,data_repository,dataset_webpage,title,id,description
pgen.1005895.s012.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S1 Table 
         
           Chinese patient clinical summary (n = 99). 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s012.xlsx,xlsx,local-data,,,,Chinese patient clinical summary (n = 99).,pgen.1005895.s012,(XLSX)
pgen.1005895.s013.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S2 Table 
         
           Recurrent somatic mutated genes from 99 Chinese SCLC patients; additional recurrent rates from 51 SCLC Japanese patients in an independent study [ 5 ]. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s013.xlsx,xlsx,local-data,,,,Recurrent somatic mutated genes from 99 Chinese SCLC patients; additional recurrent rates from 51 SCLC Japanese patients in an independent study [,pgen.1005895.s013,(XLSX)
pgen.1005895.s014.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S3 Table 
         
           Cancer driver gene intersection by two methods and two public data sets in 99 Chinese SCLC. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s014.xlsx,xlsx,local-data,,,,Cancer driver gene intersection by two methods and two public data sets in 99 Chinese SCLC.,pgen.1005895.s014,(XLSX)
pgen.1005895.s015.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S4 Table 
         
           SNVs within DNA repair mechanisms in Chinese SCLC patients (n = 99) using nonsilent somatic SNVs and indels. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s015.xlsx,xlsx,local-data,,,,SNVs within DNA repair mechanisms in Chinese SCLC patients (n = 99) using nonsilent somatic SNVs and indels.,pgen.1005895.s015,(XLSX)
pgen.1005895.s016.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S5 Table 
         
           Patient counts harboring recurrent (prevalence>20%) gene-level somatic CNVs in discovery and validation cohorts (n = 96). 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s016.xlsx,xlsx,local-data,,,,Patient counts harboring recurrent (prevalence>20%) gene-level somatic CNVs in discovery and validation cohorts (n = 96).,pgen.1005895.s016,(XLSX)
pgen.1005895.s017.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S6 Table 
         
           FISH assay confirmation of WES CN calls for SRSF1. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s017.xlsx,xlsx,local-data,,,,FISH assay confirmation of WES CN calls for SRSF1.,pgen.1005895.s017,(XLSX)
pgen.1005895.s018.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S7 Table 
         
           A. Kaplan-Meier analysis summary for SRSF1 DNA amplification and mRNA expression; B. Cox proportion hazard regression analysis summary for SRSF1 DNA amplification and mRNA over-expression. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s018.xlsx,xlsx,local-data,,,,No Title,pgen.1005895.s018,A. Kaplan-Meier analysis summary for SRSF1 DNA amplification and mRNA expression; B. Cox proportion hazard regression analysis summary for SRSF1 DNA amplification and mRNA over-expression.
pgen.1005895.s019.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S8 Table 
         
           Patient-specific somatic nonsilent SNVs/indels from 99 Chinese SCLC patients. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s019.xlsx,xlsx,local-data,,,,Patient-specific somatic nonsilent SNVs/indels from 99 Chinese SCLC patients.,pgen.1005895.s019,(XLSX)
pgen.1005895.s020.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S9 Table 
         
           Gene expression (RNASeq) of top up/down regulated genes between 48 tumor and 6 normal samples. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s020.xlsx,xlsx,local-data,,,,Gene expression (RNASeq) of top up/down regulated genes between 48 tumor and 6 normal samples.,pgen.1005895.s020,(XLSX)
pgen.1005895.s021.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S10 Table 
         
           WES coverage and depth statistics for 99 tumor specimens. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s021.xlsx,xlsx,local-data,,,,WES coverage and depth statistics for 99 tumor specimens.,pgen.1005895.s021,(XLSX)
pgen.1005895.s022.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S11 Table 
         
           Commercial Caucasian patient information. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s022.xlsx,xlsx,local-data,,,,Commercial Caucasian patient information.,pgen.1005895.s022,(XLSX)
pgen.1005895.s023.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S12 Table 
         
           Mater Regulator Analysis (Ingenuity Pathway Analysis) for differential expression genes between SRSF1 CN Gain / Amp and SRSF1 CN Neutral. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s023.xlsx,xlsx,local-data,,,,Mater Regulator Analysis (Ingenuity Pathway Analysis) for differential expression genes between SRSF1 CN Gain / Amp and SRSF1 CN Neutral.,pgen.1005895.s023,(XLSX)
pgen.1005895.s001.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S1 Fig 
         
           Genomic alterations in Chinese SCLC patients. 
           Tumor samples (n = 99) are ordered from left to right based on SRSF1 copy number gains. Mutations and DNA copy number alterations of key SCLC oncogenic genes are indicated for each sample according to the color legend below the figure. The genomic alteration frequencies for each candidate gene are displayed on the left. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s001.docx,docx,local-data,,,,Genomic alterations in Chinese SCLC patients.,pgen.1005895.s001,Tumor samples (n = 99) are ordered from left to right based on SRSF1 copy number gains. Mutations and DNA copy number alterations of key SCLC oncogenic genes are indicated for each sample according to the color legend below the figure. The genomic alteration frequencies for each candidate gene are displayed on the left.
pgen.1005895.s002.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S2 Fig 
         
           SRSF1 gene copy number detection by FISH. 
           Representative images show a) SRSF1 normal and b) SRSF1 copy number gain. Red signals represent SRSF1 gene and green signals represent of CEP17; c) SRSF1 CNV SCLC patient prevalence as well as other CNV segments across chromosome 17. Red lines indicate CN gains and green lines indicate CN losses. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s002.docx,docx,local-data,,,,SRSF1 gene copy number detection by FISH.,pgen.1005895.s002,Representative images show a) SRSF1 normal and b) SRSF1 copy number gain. Red signals represent SRSF1 gene and green signals represent of CEP17; c) SRSF1 CNV SCLC patient prevalence as well as other CNV segments across chromosome 17. Red lines indicate CN gains and green lines indicate CN losses.
pgen.1005895.s003.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S3 Fig 
         
           KM curves from indications in TCGA where at least 3 patients harbored a CN gain of SRSF1. 
           Plots were generated in OncoLand (OmicSoft Corp; Cary, NC). 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s003.docx,docx,local-data,,,,KM curves from indications in TCGA where at least 3 patients harbored a CN gain of SRSF1.,pgen.1005895.s003,"Plots were generated in OncoLand (OmicSoft Corp; Cary, NC)."
pgen.1005895.s004.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S4 Fig 
         
           (a): TaqMan assays of SRSF1 DNA CNs in 13 SCLC cell lines. (b): Western blots of SRSF1 show protein expression levels in SCLC cell lines. (c):NCI-H82, SHP-77 and NCI-H1048 were transfected with non-targeting control or SRSF1-directed siRNAs for 48 hrs, then treated with cisplatin (2.5ug/ml) or topotecan (2.5ug/ml) for 24 hrs. Cell growth and Caspase-3/7 activities were assessed and normalized against ctrl siRNA-transfected cells as 100% control. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s004.docx,docx,local-data,,,,No Title,pgen.1005895.s004,"(a): TaqMan assays of SRSF1 DNA CNs in 13 SCLC cell lines. (b): Western blots of SRSF1 show protein expression levels in SCLC cell lines. (c):NCI-H82, SHP-77 and NCI-H1048 were transfected with non-targeting control or SRSF1-directed siRNAs for 48 hrs, then treated with cisplatin (2.5ug/ml) or topotecan (2.5ug/ml) for 24 hrs. Cell growth and Caspase-3/7 activities were assessed and normalized against ctrl siRNA-transfected cells as 100% control."
pgen.1005895.s005.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S5 Fig 
         
           The association of SRSF1 gene expression with BIM gene expression in Chinese SCLC patients (N = 49). 
           The correlation between SRSF1 and BIM gene expression is significant, which likely confirms SRSF1 over expression promotes alternative splicing of BIM. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s005.docx,docx,local-data,,,,The association of SRSF1 gene expression with BIM gene expression in Chinese SCLC patients (N = 49).,pgen.1005895.s005,"The correlation between SRSF1 and BIM gene expression is significant, which likely confirms SRSF1 over expression promotes alternative splicing of BIM."
pgen.1005895.s006.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S6 Fig 
         
           NCI-82, SHP-77 and NIH-H1048 cells were transfected with non-targeting and SRSF1 siRNAs respectively for 48 hrs and then seeded in sphere forming media and allowed to grow for 4 days. 
           (a): Phase-contrast images of the sphere formation under each condition were captured. (b): viable cell mass quantitated by CTG assay. (c): Reconstitution of SRSF1 expression using a siRNA-resistant Flag-tagged SRSF1 expression construct was carried out in SRSF1 siRNA transfected NCI-H82 cells. Impact on sphere growth rate was assessed by CTG assay, and successful SRSF1 protein re-expression was confirmed by WB using either anti-SRSF1 antibody or anti-Flag antibody. (d): Clonogenic assays of DMS-114, NCI-82, SHP-77 and NIH-H1049. Cells were transfected with siRNAs for 48 hrs and then seeded in the methylcellulose medium for 7~14 days, colonies with more than 40 cells per colony were counted. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s006.docx,docx,local-data,,,,"NCI-82, SHP-77 and NIH-H1048 cells were transfected with non-targeting and SRSF1 siRNAs respectively for 48 hrs and then seeded in sphere forming media and allowed to grow for 4 days.",pgen.1005895.s006,"(a): Phase-contrast images of the sphere formation under each condition were captured. (b): viable cell mass quantitated by CTG assay. (c): Reconstitution of SRSF1 expression using a siRNA-resistant Flag-tagged SRSF1 expression construct was carried out in SRSF1 siRNA transfected NCI-H82 cells. Impact on sphere growth rate was assessed by CTG assay, and successful SRSF1 protein re-expression was confirmed by WB using either anti-SRSF1 antibody or anti-Flag antibody. (d): Clonogenic assays of DMS-114, NCI-82, SHP-77 and NIH-H1049. Cells were transfected with siRNAs for 48 hrs and then seeded in the methylcellulose medium for 7~14 days, colonies with more than 40 cells per colony were counted."
pgen.1005895.s007.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S7 Fig 
         
           (a)SHP-77 cells transfected with non-targeting control siRNA or SRSF1 siRNA were implanted into immunocompromised mice and tumor formation rates were monitored and measured. (b): SHP-77 cells were transfected with control or SRSF1 siRNA and then treated with topotecan or Cisplatin for the indicated times. SRSF1, phosphor-H2AX and phosphor-Chk2 were probed with their corresponding antibodies. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s007.docx,docx,local-data,,,,No Title,pgen.1005895.s007,"(a)SHP-77 cells transfected with non-targeting control siRNA or SRSF1 siRNA were implanted into immunocompromised mice and tumor formation rates were monitored and measured. (b): SHP-77 cells were transfected with control or SRSF1 siRNA and then treated with topotecan or Cisplatin for the indicated times. SRSF1, phosphor-H2AX and phosphor-Chk2 were probed with their corresponding antibodies."
pgen.1005895.s008.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S8 Fig 
         
           The association of SRSF1 gene expression with early stage and late stage (ES) SCLC patients in both our Chinese SCLC study (left figure) and George et al, study (right figure). 
           P-value is calculated using Welch’s modified t-test. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s008.docx,docx,local-data,,,,"The association of SRSF1 gene expression with early stage and late stage (ES) SCLC patients in both our Chinese SCLC study (left figure) and George et al, study (right figure).",pgen.1005895.s008,P-value is calculated using Welch’s modified t-test.
pgen.1005895.s009.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S9 Fig 
         
           The association of SRSF1 gene expression with MYC CNV status. 
           SCLC cell lines (left figure, N = 11) and our Chinese SCLC study (right figure, N = 49 patients with matched expression and CNV samples). P-value is estimated using standard t-test. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s009.docx,docx,local-data,,,,The association of SRSF1 gene expression with MYC CNV status.,pgen.1005895.s009,"SCLC cell lines (left figure, N = 11) and our Chinese SCLC study (right figure, N = 49 patients with matched expression and CNV samples). P-value is estimated using standard t-test."
pgen.1005895.s010.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S10 Fig 
         
           Identity check between matched SCLC tumor and normal specimens. 
           Pearson correlation heatmap is used to compare 300 germline SNP profiles between each of the 25 tumors and matched normals. Gradient of colors: green = no correlation; yellow = low correlation; white = high correlation. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s010.docx,docx,local-data,,,,Identity check between matched SCLC tumor and normal specimens.,pgen.1005895.s010,Pearson correlation heatmap is used to compare 300 germline SNP profiles between each of the 25 tumors and matched normals. Gradient of colors: green = no correlation; yellow = low correlation; white = high correlation.
pgen.1005895.s011.docx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S11 Fig 
         
           Tumor growth curves for DMS114 and SHP77 parental cell lines. 
           A total of 5–10 millioins cells were injected to establish xenograft tumors. 
           (DOCX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s011.docx,docx,local-data,,,,Tumor growth curves for DMS114 and SHP77 parental cell lines.,pgen.1005895.s011,A total of 5–10 millioins cells were injected to establish xenograft tumors.
pgen.1005895.s012.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S1 Table 
         
           Chinese patient clinical summary (n = 99). 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s012.xlsx,xlsx,local-data,,,,Chinese patient clinical summary (n = 99).,pgen.1005895.s012,(XLSX)
pgen.1005895.s013.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S2 Table 
         
           Recurrent somatic mutated genes from 99 Chinese SCLC patients; additional recurrent rates from 51 SCLC Japanese patients in an independent study [ 5 ]. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s013.xlsx,xlsx,local-data,,,,Recurrent somatic mutated genes from 99 Chinese SCLC patients; additional recurrent rates from 51 SCLC Japanese patients in an independent study [,pgen.1005895.s013,(XLSX)
pgen.1005895.s014.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S3 Table 
         
           Cancer driver gene intersection by two methods and two public data sets in 99 Chinese SCLC. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s014.xlsx,xlsx,local-data,,,,Cancer driver gene intersection by two methods and two public data sets in 99 Chinese SCLC.,pgen.1005895.s014,(XLSX)
pgen.1005895.s015.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S4 Table 
         
           SNVs within DNA repair mechanisms in Chinese SCLC patients (n = 99) using nonsilent somatic SNVs and indels. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s015.xlsx,xlsx,local-data,,,,SNVs within DNA repair mechanisms in Chinese SCLC patients (n = 99) using nonsilent somatic SNVs and indels.,pgen.1005895.s015,(XLSX)
pgen.1005895.s016.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S5 Table 
         
           Patient counts harboring recurrent (prevalence>20%) gene-level somatic CNVs in discovery and validation cohorts (n = 96). 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s016.xlsx,xlsx,local-data,,,,Patient counts harboring recurrent (prevalence>20%) gene-level somatic CNVs in discovery and validation cohorts (n = 96).,pgen.1005895.s016,(XLSX)
pgen.1005895.s017.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S6 Table 
         
           FISH assay confirmation of WES CN calls for SRSF1. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s017.xlsx,xlsx,local-data,,,,FISH assay confirmation of WES CN calls for SRSF1.,pgen.1005895.s017,(XLSX)
pgen.1005895.s018.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S7 Table 
         
           A. Kaplan-Meier analysis summary for SRSF1 DNA amplification and mRNA expression; B. Cox proportion hazard regression analysis summary for SRSF1 DNA amplification and mRNA over-expression. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s018.xlsx,xlsx,local-data,,,,No Title,pgen.1005895.s018,A. Kaplan-Meier analysis summary for SRSF1 DNA amplification and mRNA expression; B. Cox proportion hazard regression analysis summary for SRSF1 DNA amplification and mRNA over-expression.
pgen.1005895.s019.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S8 Table 
         
           Patient-specific somatic nonsilent SNVs/indels from 99 Chinese SCLC patients. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s019.xlsx,xlsx,local-data,,,,Patient-specific somatic nonsilent SNVs/indels from 99 Chinese SCLC patients.,pgen.1005895.s019,(XLSX)
pgen.1005895.s020.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S9 Table 
         
           Gene expression (RNASeq) of top up/down regulated genes between 48 tumor and 6 normal samples. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s020.xlsx,xlsx,local-data,,,,Gene expression (RNASeq) of top up/down regulated genes between 48 tumor and 6 normal samples.,pgen.1005895.s020,(XLSX)
pgen.1005895.s021.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S10 Table 
         
           WES coverage and depth statistics for 99 tumor specimens. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s021.xlsx,xlsx,local-data,,,,WES coverage and depth statistics for 99 tumor specimens.,pgen.1005895.s021,(XLSX)
pgen.1005895.s022.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S11 Table 
         
           Commercial Caucasian patient information. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s022.xlsx,xlsx,local-data,,,,Commercial Caucasian patient information.,pgen.1005895.s022,(XLSX)
pgen.1005895.s023.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4836692,"S12 Table 
         
           Mater Regulator Analysis (Ingenuity Pathway Analysis) for differential expression genes between SRSF1 CN Gain / Amp and SRSF1 CN Neutral. 
           (XLSX) 
         
         
           
             Click here for additional data file.",https://pmc.ncbi.nlm.nih.gov/articles/instance/4836692/bin/pgen.1005895.s023.xlsx,xlsx,local-data,,,,Mater Regulator Analysis (Ingenuity Pathway Analysis) for differential expression genes between SRSF1 CN Gain / Amp and SRSF1 CN Neutral.,pgen.1005895.s023,(XLSX)
https://www.ncbi.nlm.nih.gov/gap/?term=PHS001049,data availability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,,,,data_link,PHS001049,https://www.ncbi.nlm.nih.gov/gap/?term=PHS001049,na,,,
https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA306801),data availability,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,,,,data_link,PHS001049,https://www.ncbi.nlm.nih.gov/gap/?term=PHS001049,na,,,
41467_2018_6162_MOESM4_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 1,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM4_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM4,Supplementary Data 1
41467_2018_6162_MOESM5_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 2,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM5_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM5,Supplementary Data 2
41467_2018_6162_MOESM6_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 3,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM6_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM6,Supplementary Data 3
41467_2018_6162_MOESM7_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 4,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM7_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM7,Supplementary Data 4
41467_2018_6162_MOESM8_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 5,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM8_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM8,Supplementary Data 5
41467_2018_6162_MOESM9_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 6,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM9_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM9,Supplementary Data 6
41467_2018_6162_MOESM10_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 7,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM10_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM10,Supplementary Data 7
41467_2018_6162_MOESM11_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 8,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM11_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM11,Supplementary Data 8
41467_2018_6162_MOESM12_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 9,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM12_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM12,Supplementary Data 9
41467_2018_6162_MOESM13_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 10,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM13_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM13,Supplementary Data 10
41467_2018_6162_MOESM14_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 11,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM14_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM14,Supplementary Data 11
41467_2018_6162_MOESM15_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 12,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM15_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM15,Supplementary Data 12
41467_2018_6162_MOESM4_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 1,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM4_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM4,Supplementary Data 1
41467_2018_6162_MOESM5_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 2,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM5_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM5,Supplementary Data 2
41467_2018_6162_MOESM6_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 3,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM6_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM6,Supplementary Data 3
41467_2018_6162_MOESM7_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 4,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM7_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM7,Supplementary Data 4
41467_2018_6162_MOESM8_ESM.xlsx,supplementary material,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6141466,Supplementary Data 5,https://pmc.ncbi.nlm.nih.gov/articles/instance/6141466/bin/41467_2018_6162_MOESM8_ESM.xlsx,xlsx,local-data,,,,No Title,MOESM8,Supplementary Data 5
